00000000,ffffffff,00000000,0
00000001,ffffffff,0000000f,1
00000002,ffffffff,00000717,2
00000000,00000003,00000000,3
00000000,00000001,00000000,4
00000001,00000004,0000000f,5
00000002,00000004,00000717,6
00000000,00000003,00000000,7
00000000,00000001,00000000,8
00000001,00000004,0000000f,9
00000002,00000004,00000717,10
00000000,00000003,00000000,11
00000000,00000001,00000000,12
00000001,00000004,0000000f,13
00000002,00000004,00000717,14
00000000,00000003,00000000,15
00000000,00000001,00000000,16
00000001,00000004,0000000f,17
00000002,00000004,00000717,18
00000000,00000003,00000000,19
00000000,00000001,00000000,20
00000001,00000004,0000000f,21
00000002,00000004,00000717,22
00000000,00000003,00000000,23
00000000,00000001,00000000,24
00000001,00000004,0000000f,25
00000002,00000004,00000717,26
00000000,00000003,00000000,27
00000000,00000001,00000000,28
00000001,00000004,0000000f,29
00000002,00000004,00000717,30
00000000,00000003,00000000,31
00000000,00000001,00000000,32
00000001,ffffffff,00000010,33
00000002,ffffffff,00000718,34
00000000,00000003,00000000,35
00000000,00000001,00000000,36
00000001,00000004,00000010,37
00000002,00000004,00000718,38
00000000,00000003,00000000,39
00000000,00000001,00000000,40
00000001,00000004,00000010,41
00000002,00000004,00000718,42
00000000,00000003,00000000,43
00000000,00000001,00000000,44
00000001,00000004,00000010,45
00000002,00000004,00000718,46
00000000,00000003,00000000,47
00000000,00000001,00000000,48
00000001,00000004,00000010,49
00000002,00000004,00000718,50
00000000,00000003,00000000,51
00000000,00000001,00000000,52
00000001,00000004,00000010,53
00000002,00000004,00000718,54
00000000,00000003,00000000,55
00000000,00000001,00000000,56
00000001,00000004,00000010,57
00000002,00000004,00000718,58
00000000,00000003,00000000,59
00000000,00000001,00000000,60
00000001,00000004,00000010,61
00000002,00000004,00000718,62
00000000,00000003,00000000,63
00000000,00000001,00000000,64
00000001,ffffffff,00000011,65
00000002,ffffffff,00000719,66
00000000,00000003,00000000,67
00000000,00000001,00000000,68
00000001,00000004,00000011,69
00000002,00000004,00000719,70
00000000,00000003,00000000,71
00000000,00000001,00000000,72
00000001,00000004,00000011,73
00000002,00000004,00000719,74
00000000,00000003,00000000,75
00000000,00000001,00000000,76
00000001,00000004,00000011,77
00000002,00000004,00000719,78
00000000,00000003,00000000,79
00000000,00000001,00000000,80
00000001,00000004,00000011,81
00000002,00000004,00000719,82
00000000,00000003,00000000,83
00000000,00000001,00000000,84
00000001,00000004,00000011,85
00000002,00000004,00000719,86
00000000,00000003,00000000,87
00000000,00000001,00000000,88
00000001,00000004,00000011,89
00000002,00000004,00000719,90
00000000,00000003,00000000,91
00000000,00000001,00000000,92
00000001,00000004,00000011,93
00000002,00000004,00000719,94
00000000,00000003,00000000,95
00000000,00000001,00000000,96
00000001,ffffffff,00000012,97
00000002,ffffffff,0000071a,98
00000000,00000003,00000000,99
00000000,00000001,00000000,100
00000001,00000004,00000012,101
00000002,00000004,0000071a,102
00000000,00000003,00000000,103
00000000,00000001,00000000,104
00000001,00000004,00000012,105
00000002,00000004,0000071a,106
00000000,00000003,00000000,107
00000000,00000001,00000000,108
00000001,00000004,00000012,109
00000002,00000004,0000071a,110
00000000,00000003,00000000,111
00000000,00000001,00000000,112
00000001,00000004,00000012,113
00000002,00000004,0000071a,114
00000000,00000003,00000000,115
00000000,00000001,00000000,116
00000001,00000004,00000012,117
00000002,00000004,0000071a,118
00000000,00000003,00000000,119
00000000,00000001,00000000,120
00000001,00000004,00000012,121
00000002,00000004,0000071a,122
00000000,00000003,00000000,123
00000000,00000001,00000000,124
00000001,00000004,00000012,125
00000002,00000004,0000071a,126
00000000,00000003,00000000,127
00000000,00000001,00000000,128
00000001,ffffffff,00000013,129
00000002,ffffffff,0000071b,130
00000000,00000003,00000000,131
00000000,00000001,00000000,132
00000001,00000004,00000013,133
00000002,00000004,0000071b,134
00000000,00000003,00000000,135
00000000,00000001,00000000,136
00000001,00000004,00000013,137
00000002,00000004,0000071b,138
00000000,00000003,00000000,139
00000000,00000001,00000000,140
00000001,00000004,00000013,141
00000002,00000004,0000071b,142
00000000,00000003,00000000,143
00000000,00000001,00000000,144
00000001,00000004,00000013,145
00000002,00000004,0000071b,146
00000000,00000003,00000000,147
00000000,00000001,00000000,148
00000001,00000004,00000013,149
00000002,00000004,0000071b,150
00000000,00000003,00000000,151
00000000,00000001,00000000,152
00000001,00000004,00000013,153
00000002,00000004,0000071b,154
00000000,00000003,00000000,155
00000000,00000001,00000000,156
00000001,00000004,00000013,157
00000002,00000004,0000071b,158
00000000,00000003,00000000,159
00000000,00000001,00000000,160
00000001,ffffffff,00000014,161
00000002,ffffffff,0000071c,162
00000000,00000003,00000000,163
00000000,00000001,00000000,164
00000001,00000004,00000014,165
00000002,00000004,0000071c,166
00000000,00000003,00000000,167
00000000,00000001,00000000,168
00000001,00000004,00000014,169
